"I don't think this is about the Decepticons looking for something... I think it's something they wanted to hide.","Transformers: Dark of the Moon"
"Don't make any decisions a Watcher can track.","Push"
"James Moriarty? The so-called Napoleon of crime? That man died at Reichenbach Falls. He died, and I was reborn.","The League of Extraordinary Gentlemen"
"Mann was lying.","Interstellar"
"Everything is on its way to somewhere.","Phenomenon"
"We know nothing. We record, calculate, draw conclusions.","Alphaville"
"Kenton must have hardwired this bot with the will to go on.","Real Steel"
"We're lost, aren't we?","Lost in Space"
"Jesus lady, help can't even help us.","Splinter"
"You on Earth have a very primitive society, you don't even make differences by the colour of one's pants.","Kin-dza-dza!"
"That was beautiful to watch, Howard. Like a surgeon or a concert pianist.","Eternal Sunshine of the Spotless Mind"
"Have ever seen a flower die? Watched something that was once so beautiful, so full of life, collapse and rot from within?","Batman: Arkham City"
"Well, I'll be dipped in shit and rolled in breadcrumbs!","Steel"
"Welcome to Jurassic Park.","Jurassic Park"
"You don't need *that* much sugar, dad!","The Last Mimzy"
"But for certain, Senator, in grave danger you are.","Star Wars: Episode II - Attack of the Clones"
"It's not my fault that Buttle's heart condition didn't appear on Tuttle's file!","Brazil"
"Blitzkrieg!","Death Race 2000"
"Thank you for saving me.","Alita: Battle Angel"
"Love or money? Either way, you win.","Until the End of the World"
"Oh Katie, I am sorry. I opened Pandora's Box.","Terminator 3: Rise of the Machines"
"They are so wrong. Godzilla should not be destroyed. He should be studied.","Godzilla, King of the Monsters!"
"Hey! Guess who's back, you one-eyed bitch? And you owe me a kaiju brain.","Pacific Rim"
"Jim, we're down to ten minutes!","Star Trek: The Motion Picture"
"It's six o'clock. It's six o'clock... Curfew. Curfew... All residents of Santa Mira please clear the streets. Curfew is now in effect. Please confine your activites to your own home... Thank you... Have a plesant evening.","Halloween III: Season of the Witch"
"What? Go ahead. Shoot. Nakagawa, you can do it. Nakagawa, you can do it.","Battle Royale"
"The bill comes due. Don't you see? Her transgressions led to the Zealots to Dormammu. Kaecilius... was her fault! And here we are... in the consequence of her deception. A world on fire.","Doctor Strange"
"Come! It is time to give the Machine-Man your face!","Metropolis"
"You're the genius up here. I only drive the bus.","Gravity"
"The bell cannot be unrung.","Batman v Superman: Dawn of Justice"
"What have you done with his body?","Brazil"
"I'd love to leave my door unlocked at night, but this ain't Canada.","Iron Man 2"
"Do you know what the definition of a hero is? Someone who gets other people killed. You can look it up later.","Serenity"
"We'd have probably done the same to you, if you'd come 'round our place.","The Man Who Fell to Earth"
"Red Bull's for pussies.","I Am Number Four"
"Three, four, ready for more.","Speed Racer"
"Well, other than the penny, this whole evening was a wash.","Chicken Little"
"A lot of people can't be what they wish to be, Diana. Look at me. I wanted to be an actor, but I am the wrong color.","Wonder Woman"
"Katniss, when you're in the arena, remember who the real enemy is.","The Hunger Games: Catching Fire"
"Don't you know who I am? I am Chocolate-Chip Charlie! My hands are registered with the Medford, Georgia, police as lethal weapons, and I eat them guns for breakfast!","The Stuff"
"I'll rip open Ultra Magnus, and every other Autobot, until the Matrix has been destroyed!","The Transformers: The Movie"
"My energy box is completely dead!","Barbarella"
"Don't leave me alone. Wait for me!","Lost in Space"
"Fuck this planet!","Red Planet"
"What one does with the truth is more difficult than you think. I learnt this the hard way, a long, long time ago. And now, my life will never be the same...","Wonder Woman"
"Well, it's your market.","Videodrome"
"Seventeen and you can't stop me! Seventeen and you won't boss me! You cannot control me father! Daddy's girl's a fucking monster!","Repo! The Genetic Opera"
"There's no gene for fate.","Gattaca"
"The mind of the subject will desperately struggle to create memories where none exist.","BioShock Infinite"
"Oh! A real story. Intrigue! Danger! New outfits! And it's mine, mine, mine, all mine, a ha ha ha ha... (to camera) Oh, come on, please, you think Ted Koppel never gets excited?","Muppets from Space"
"My Reunion... bet you're dying to watch.","Fainaru fantajî sebun adobento chirudoren"
"Well, the cornerstone of civilization isn't language, it's science.","Arrival"
"SOMETHING'S wrong!","The One"
"John, please stop helping.","T2 3-D: Battle Across Time"
"Blessings of the state, blessings of the masses.","THX 1138"
"Time is an ocean, not a garden hose. Space is a puff of smoke, a wisp of cloud. Your mind... is a flying corn snake hovering through all the possibilities.","John Dies at the End"
"Well if that's it, we'll meet next Thursday. Same Bat time. Same Bat Channel.","The Death of Superman"
"There's nothing I can do for you furniture - I got nothing to give.","Soylent Green"
"It's time travel, shit like that can happen.","Frequently Asked Questions About Time Travel"
"You've spun your last web, Spider-Man.","Spider-Man"
"What a loss to spend that much time with someone, only to find out that she's a stranger.","Eternal Sunshine of the Spotless Mind"
"Mr. Clark! I mean, Kent. Mr. Kent! Welcome back!","Superman Returns"
"In this world my name is David.","Franklyn"
"Death is a disease, it's like any other. And there's a cure. A cure - and I will find it.","The Fountain"
"We struck down evil with the mighty sword of teamwork and the hammer of not bickering.","Mystery Men"
"What the hell happened here?","The Last Days"
"I feel nothing. There's nothing inside. None of this is real.","Millennium"
"Hiding behind your little friend won't work anymore. Didn't I tell you? We got fired this morning. New rules.","Lilo & Stitch"
"Juni, she's not real.","Spy Kids 3-D: Game Over"
"Don't wait up.","Batman: Mask of the Phantasm"
"You're a dreamer. You got something you believe in - and that's a rare thing these days. But, there's a lot more to love than hot wiring.","Cherry 2000"
"I feel I was denied critical need-to-know information.","Tremors II: Aftershocks"
"I've been ionized, but I'm okay now.","The Adventures of Buckaroo Banzai Across the 8th Dimension"
"Am I the one?","Dune"
"Daff never misses a cue.","Looney Tunes: Back in Action"
"Isaac... make us whole again.","Dead Space"
"Pancakes are love.","Speed Racer"
"It is obvious that this contest cannot be decided by our knowledge of the Force... but by our skills with a lightsaber.","Star Wars: Episode II - Attack of the Clones"
"This suit, where'd this come from? The power, feels good... But you lose yourself to it...","Spider-Man 3"
"When I die, I only hope I go to Hell so I can kill you all over again, you piece of shit!","Fallout 4"
"I need help with this giant hairy thing!","Star Wars: Episode VII - The Force Awakens"
"You are suffering from a severe case of CDS: Can't Do Shit!","Splinter"
"McRomance. Want some fries with that shake?","Eternal Sunshine of the Spotless Mind"
"Speed Racer, slow down!","Speed Racer"
"Unfortunately, no one can be told what the Matrix is. You have to see it for yourself.","The Matrix"
"He's hiding inside me.","The Astronaut's Wife"
"You're not the only one with a gun, bitch.","Avatar"
"Allow me to break the ice: My name is Freeze. Learn it well, for it's the chilling sound of your doom.","Batman & Robin"
"In all my years I've never seen anything like it.","Grabbers"
"You know, we been doing some pretty smart stuff over the past day or so, how about we do something stupid? Let's go get some pie!","Men in Black 3"
"The guy's multiplying faster than a Catholic rabbit.","Avengers: Age of Ultron"
"Pages ripped out. Don't remember doing that. It appears this is my first entry in two years.","Eternal Sunshine of the Spotless Mind"
"Hey... you see that badge? That means I'm a health care professional. But that knowledge goes both ways. So if you tell anybody about The Artemis... I will hunt you down and unheal the shit out of you.","Hotel Artemis"
"I was meant to be new. I was meant to beautiful. The world would've looked to the sky and seen hope, seen mercy. Instead, they'll look up in horror.","Avengers: Age of Ultron"
"She dumped you... and you still got stabbed in the eye!","Hot Tub Time Machine"
"They get you when you sleep.","Body Snatchers"
"I'm not choking, you asshole! I hate squid!","Sphere"
"Goodness is something to be chosen. When a man cannot choose he ceases to be a man.","A Clockwork Orange"
"I'm going there to end this war. Wait for me until I return. Thing's will be different, I promise. Please wait for me.","Star Wars: Episode III - Revenge of the Sith"
"A man chooses, a slave obeys.","BioShock"
"Please, Wallace, call me ""Totty"".","The Curse of the Were-Rabbit"
"Oh, wouldn't it be great if I *was* crazy? Then the world would be okay.","Twelve Monkeys"
"No, because for some reason I still happen to be in love with you.","Comet"
"There's only one Gary King!","The World's End"
"You heard Hall and Oates... you blew it!","Pixels"
"Ooh, I'm done! Brothers never make it out of situations like this! Not ever!","Deep Blue Sea"
"Don't make me steamroll you. Steamroller!","Strange Brew"
"You want to know how I did it? This is how I did it, Anton: I never saved anything for the swim back.","Gattaca"
"Oh, God. This I did not intend. I saw a light but did not know where it was headed. I have tresspassed on your domain. I've gone further than man should go. Forgive me. Help me!","Dr. Jekyll and Mr. Hyde"
"Throw your arms across your eyes and scream, Ann. Scream for your life!","King Kong"
"My job is simple. Can't pay for your car, the bank takes it back. Can't pay for your house, the bank takes it back. Can't pay for your liver, well, that's where I come in.","Repo Men"
"Folks, I knew Rex Racer and if he's up there somewhere watching this race, you can bet your ass he's damn proud of his little brother.","Speed Racer"
"I have a message for your Colonel. Leave us the woods and the killing can stop.","War for the Planet of the Apes"
"Every policeman knows when he joins the force that there are certain inherent risks that come with the territory. Ask any cop, he'll tell ya, ""If you can't stand the heat, you better stay out of the kitchen.""","RoboCop"
"Doctor... patient... curious distinction.","K-PAX"
"Here's the deal snot. When we go into battle, you will not pass through the gates until all my soldiers are through, then you will remain just inside the gate with weapon undrawn and unfired until the game ends.","Ender's Game"
"Oh hell no.","I, Robot"
"You look like a radioactive tampon... like a banana with a yeast infection.","Moon"
"I'm man enough to admit that's my bad.","Land of the Lost"
"While life exists, the possibilities are unlimited.","Battle Beyond the Stars"
"Man, that cube-root was a real buzzlebeater Clyde!","Futurama: Bender's Big Score"
"You are terminated!","Terminator 3: Rise of the Machines"
"I just had the most painful piss of my life.","The Thaw"
"I did not start this war. But I will finish it.","War for the Planet of the Apes"
"Don't dream.","Fortress"
"I'm not in the business. I am the business.","Blade Runner"
"You know what they say- you play the game too long, you start seeing shit and having seizures.","Stay Alive"
"I was FROZEN today!","Suburban Commando"
"Why are you pretending to capture ghosts?","Ghostbusters"
"Ah, Huey! Lewis! Any news?","Double Dragon"
"I had a professor once who liked to tell his students that there were only 10 different plots in all of fiction. Well, I'm here to tell you he was wrong. There is only one: ""Who am I?""","The Amazing Spider-Man"
"Mistakes? We don't make mistakes.","Brazil"
"I'm sorry. It's not you, Ferdy. I guess I'm just not used to running around a shopping mall in the middle of the night being chased by killer robots.","Chopping Mall"
"Go ahead... Bite me.","Blade"
"Thank you, Scartaris!","Journey to the Center of the Earth"
"Something bad happened here...","Species"
"Why stop at one character when you can do a whole cast?","S1m0ne"
"I wanna wake up! Tech support! It's a nightmare! Tech support! Tech support!","Vanilla Sky"
"Sometimes I don't think people realize how lonely it is to be a kid. Like... you don't matter.","Eternal Sunshine of the Spotless Mind"
"Because my daughter is alive in my brain from microsecond to microsecond.","Forbidden Planet"
"I've never seen a sunrise. Not the way you see it.","Star Trek: Insurrection"
"I don't celebrate Christmas, it doesn't mean anything to me.","Smilla's Sense of Snow"
"Careful, you may find what you're digging for.","The Chronicles of Riddick: Dark Fury"
"Skipper wouldn't care. Plan or no! Fancy equipment or no! He'd never leave a man behind!","Penguins of Madagascar"
"Come on, Sam. Doctor Manny's got the medicine for your face.","Cloudy with a Chance of Meatballs"
"My father once told me, ""We don't choose the things we believe in; they choose us.""","Minority Report"
"Bye-bye Baby! Hello 70 points!","Death Race 2000"
"This is on your back, Jim. This is on your back!","Brainstorm"
"Sometimes when I wake up, I feel like I'm still sleeping. I feel like all the colours and shapes of the world have collided, and all I can do is just sit there and watch.","Love"
"Turtles: It's not just a job. It's an adventure.","Teenage Mutant Ninja Turtles III"
"It's not my fault.","Star Wars: Episode V - The Empire Strikes Back"
"You just ran out of time.","Batman: Arkham Origins"
"Finish the Commissioner, take him where he needs to be. And please, do be careful. After all, he is topping the bill.","Batman: The Killing Joke"
"Are we to be abducted every day in Iceland?","Journey to the Center of the Earth"
"I'm gonna lock myself in a motel room with a bottle of tequila and three she-boys!","Doom"
"We won't have to lose our Mozarts. We won't have to lose our Martin Luther Kings. We will have finally conquered death.","The 6th Day"
"Hey, if we had some rope, we could make a log bridge! If we... If we had some logs.","Honey, I Shrunk the Kids"
"Whatever it is, it was inside the Sphere. Now it's out, free to act.","Sphere"
"Kind of makes you wonder... What would have happened if Neil Armstrong had gone all the way to the moon and then never stepped on the surface?","Bubble Boy"
"Oh, yummy. Somebody I need to eat.","Men in Black II"
"Draw.","Westworld"
"You're such a dear, friend. You know I'm here, friend. Is that a tear, friend. In your eye? Now, it's goodnight, friend. Goodnight friend. Goodnight but not...","The Star Wars Holiday Special"
"Can you remember when it was simple? Back in the old days when it was just you, me, a regular war against crime. Well, take a look, Bats. Things change. Now, it's just war. With you standing, right bang in the center.","Batman: Arkham Knight"
"The storyteller was so used to his fantasies that no matter how good his reality was, it was never enough. Would never be enough.","Franklyn"
"What does it take to get laid around here?","Heavy Metal 2000"
"Does anyone have any orange slices?","Captain America: Civil War"
"Do you know they even got a... well, a nickname for you behind your back? Heh? Citizen Dildo.","Vanilla Sky"
"After all, I am a ticking time bomb of fury.","Mystery Men"
"Look Mike, I like you. I like the way you handle yourself. You seem like a reasonable man. Why don't we make a deal. What's it worth to you to drag your considerable talents back to the gutter you crawled out of.","Kiss Me Deadly"
"HEY! I'm gonna rip yer fuckin' head off!","Blade"
"You know, Logan... this is what life looks like. A home, people who love each other. Safe place. You should take a moment and feel it.","Logan"
"Maybe not all miracles are made by magic.","Kingsglaive: Final Fantasy XV"
"Harvey, it wasn't my fault. We ran out of type O.","Return of the Living Dead II"
"Chuck, we got a new kind of screamer.","Screamers"
"Can anyone get me a space rock?","Transformers"
"The council has granted me permission to train you. You will be a Jedi, I promise.","Star Wars: Episode I - The Phantom Menace"
"There is something sad and melancholy about trips. I always hate to go away. But one has to find some new place or it would be impossible to be sad and melancholy again.","Kiss Me Deadly"
"When we pull together, we can do anything.","Muppets from Space"
"This war is madness.","War for the Planet of the Apes"
"I received my degree at Harvard. Vale-dog-torian, of course.","Mr. Peabody & Sherman"
"It was the greatest magic trick I've ever seen.","The Prestige"
"I'm muzzled by army brass!","Plan 9 from Outer Space"
"Excuse me. I have to go. Somewhere there is a crime happening.","RoboCop"
"The only thing left for me is to wait. I don't know what for. New miracles?","Solaris"
"This is gonna be Gribbletastic!","Mars Needs Moms"
"Sixty minutes is all it took to bring humanity to the very brink of extinction. Mankind mobilized, a new age arose. The Age of the Great Predator Cities. Survival of the Fastest.","Mortal Engines"
"You're not brave... men are brave. You say that you want to help people, but you can't feel their pain... their mortality... It's time you learn what it means to be a man.","Batman v Superman: Dawn of Justice"
"Come with me, Owen... I'll show you things you'll wish you'd never seen.","Dreamcatcher"
"When we put this in, then we'll add that.","A Boy and His Dog"
"This is Ground Zero. This is my site. I can fix. I can fix this.","I Am Legend"
"Looks like God left the phone off the hook.","Land of the Dead"
"It doesn't matter: apes, humans, your planet, my planet, the universe seems only to reward cruelty with power.","Planet of the Apes"
"I'm going to go into the bedroom and put on my new pajamas, and in a minute you can come in and take them off.","About Time"
"Humma Kavula is person? I thought he was swearing!","The Hitchhiker's Guide to the Galaxy"
"Every time we have dealings with Starfleet, I get nervous.","Star Trek II: The Wrath of Khan"
"God is in the rain...","V for Vendetta"
"If the worker revolt takes place, my informants tell me that the first order of business is to separate you from your head.","Battlefield Earth"
"This is where you fall down.","Mortal Kombat"
"If we understand others, in time, I believe, we come to understand ourselves.","Space: 1999"
"Nobody, NOBODY curses my daughter, you got that? Because if you mess with Margo, you mess with me! And I promise, you do not want to mess with me! Do you understand me?","Despicable Me 3"
"Heinemann's already been up my ass so far I won't be able to sit down for a week. We're not winning this war. As much as it's going to piss you off, you're going to have to play the game in this one.","Predator 2"
"If I'm gonna die, I'm gonna die historic on the Fury Road!","Mad Max: Fury Road"
"Are we having fun yet?","Bride of Re-Animator"
"Love won't save you, Padme. Only my new powers can do that.","Star Wars: Episode III - Revenge of the Sith"
"Your eyes can deceive you; don't trust them.","Star Wars: Episode IV - A New Hope"
"Give me a REAL fight!","The Incredible Hulk"
"I will not fear. Fear is the mind killer. I will face my fear, I will let it pass through me.","Children of Dune"
"Role models can be very important to a boy.","RoboCop"
"Wipe that nervous expression off your face, C-3PO.","Star Wars: Episode VIII - The Last Jedi"
"Usul, we have wormsign the likes of which God has never seen!","Dune"
"Winchester, 30.06, Mossberg pump, and the Lee Harvey Oswald rifle... Why we have that, I do not know.","Eight Legged Freaks"
"You can't save them all, Jarod. You may be a Pretender, but you're human.","The Pretender"
"In love you can't bring on a substitute.","2046"
"There's nothing magical about it. They're made of flesh and blood. You take out their heart you bring down the beast.","Reign of Fire"
"I kill important people.","Hotel Artemis"
"I'm going to marry the first girl that dances with me tonight.","Mr. Nobody"
"Technology is terrific, Eliot, except when it doesn't work.","Diary of the Dead"
"You're coming with me, Cain.","RoboCop 2"
"Fire in the hole!","Freaked"
"What does Zaphod Beeblebrox treasure most?","The Hitchhiker's Guide to the Galaxy"
"When we get back, we have GOT to try this in the simulator...","Mission to Mars"
"This is your fault. It didn't have to be like this. I'm not kidding, now! Turn back, or I *will* kill you! I'm going to kill you, and all the cake is gone! You don't even care, do you? This is your last chance!","Portal"
"We're through running from these bastards!","Star Trek: Insurrection"
"C'mon, MOVE, MOVE, MOVE, MOVE, MOVE!","Space Mutiny"
"Work-in-progress my ass!","Ant-Man and the Wasp"
"Oh, be still my foolish heart.","Lost in Space"
"My parents were of two different worlds, and I was a product of the love that they shared. A son of land, and a son of the seas.","Aquaman"
"I'm sorry to interrupt, but I couldn't help but notice this young lady's pathological attempt to project upon you her daddy issues of abandonment...","The Zero Theorem"
"Don't you ever say his name.","Minority Report"
"I'll drive, you shoot!","Transformers"
"Now, I'm about to do to you what Limp Bizkit did to music in the late 90s.","Deadpool"
"He's convinced himself he's God, we're here to show him he's not.","Ink"
"Fuck. $100,000 education, I can't find my way out of a fucking warehouse.","Diary of the Dead"
"If we taint our blood with booze, we're poisonous to eat.","Grabbers"
"Surviving is not living. Life is more than what is it's what it could be, what you can make it.","Bird Box"
"Dracula is Dracula. And Sandra's gonna use my brain to make a bigger dummy out of the other dummy.","Abbott and Costello Meet Frankenstein"
"FOOL!","Mad Max: Fury Road"
"We stand here amidst *my* achievement. Not yours!","Rogue One"
"Sure fucked up my hallway.","Phantasm III: Lord of the Dead"
"You're not a fuckin' hero. You're just an annoying clown dressed up as a sex toy.","Deadpool 2"
"Eywa has heard you... Eywa has heard you!","Avatar"
"Product placement!","Return of the Killer Tomatoes!"
"Hey, Tinkerbell. Why don't *you* shoot us?","Teenage Mutant Ninja Turtles III"
"You are my Humpty Dumpty, Batman! Your mind is shattering, and when I put the pieces back together, you'll be mine forever!","Batman: Arkham Origins"
"When it comes to the safety of these people, there's me and then there's God, understand?","The Abyss"
"Hey, maybe you haven't been keeping up on current events, but we just got our asses kicked, pal!","Aliens"
"I don't have to be a Watcher to see where this is going.","Push"
"Let's kick some ice!","Batman & Robin"
"You see they have great vision during the day, and even better vision at night. But in the failing light, they can't focus. Magic hour.","Reign of Fire"
"He-Man lives and possesses that key! I must possess all, or I possess nothing!","Masters of the Universe"
"Only the most exceptional humans become aware of the matrix.","The Animatrix"
"Did you bring me a monkey?","Multiplicity"
"Jo ek baar marta hai usay baar baar marna nahi padhta (RA. One once killed need not be killed again and again.)","Ra.One"
"Part of me, most of me, doesn't mind too much if this is how it ends. Because it's over anyway.","Repo Men"
"And now we enter what must the most beautiful concert hall of all the universe. A perfect replica of the old opera house... But who cares?","The Fifth Element"
"Whatever goes to hell, stays in hell!","World War Z"
"Get away from her, you bitch!","Paul"
"Take care of the kid, he's not all grown up yet.","Titan A.E."
"I've never had it happen quite like that before.","On the Beach"
"I assure you, brother, the sun will shine on us again.","Avengers: Infinity War"
"The droid will soon be delivered to the Resistance, leading them to the last Jedi. If Skywalker returns, the new Jedi will rise!","Star Wars: Episode VII - The Force Awakens"
"You have no number! You can penetrate!","Sleeper"
"What if Superman had decided to fly down, rip off the roof of the White House and grab the President of the United States right out of the Oval Office? Who would've stopped him?","Suicide Squad"
"Mares eat oats, and does eat oats, and little lambs eat ivy. A kid'll eat ivy, too... wouldn't you?","The Cell"
"Your rules are really beginning to annoy me.","Escape from L.A."
"We would be honored if you would join us.","Star Wars: Episode V - The Empire Strikes Back"
"I'm gonna drill you, sucker! I'm gonna grind you up!","Total Recall"
"And about the brain? I don't want to repeat Frankenstein's mistake and revive a vicious, unmanageable brute. This time the Monster must have no will of his own, no fiendish intellect to oppose his Master.","Abbott and Costello Meet Frankenstein"
"Bye-bye, baby.","RoboCop"
"These platforms should support me, but will also send sound waves through the water, giving away my position to Croc. I'll need to move as slowly as possible.","Batman: Arkham Asylum"
"Luke, you can destroy the Emperor. He has foreseen this. It is your destiny. Join me, and together we can rule the galaxy as father and son.","Star Wars: Episode V - The Empire Strikes Back"
"Nothing says 'peace' like a giant gun, huh?","Escape from Planet Earth"
"...what's the difference, fantasy, reality, dreams, memories. It's all the same, just noise.","Ghost in the Shell"
"You put a lot of faith in these guys... I put all of my faith in them.","Fantastic Four"
"Game... Over.","Spy Kids 3-D: Game Over"
"Many of you may be familiar with this technique, but for those of you who aren't, do not be alarmed. What you're about to see is considered safe.","The Prestige"
"I'll bet any quantum mechanic in the service would give the rest of his life to fool around with this gadget.","Forbidden Planet"
"What I've done... cannot be undone. I cannot stop... what I have put in motion. But perhaps... I can keep it from ever starting. He was my first hope, and now... he is my last.","BioShock Infinite"
"What do you remember about WCKD?","Maze Runner: The Scorch Trials"
"Something's not in orbit in the capital of this Galaxy","Alphaville"
"When that ball drops, I'm gonna grab a slut and I'm just gonna pee in her butt!","The Signal"
"Somebody's playing a game with us.","WarGames"
"If I waited for you to understand, it would be too late.","Kafka"
"The head of Medusa. That's what's in the box, and who looks on her will be changed not into stone but into brimstone and ashes. But of course you wouldn't believe me, you'd have to see for yourself, wouldn't you?","Kiss Me Deadly"
"The park needs a new attraction every few years in order to reinvigorate the public's interest. Kind of like the space program.","Jurassic World"
"Woo! Who wants sharkskin boots?","Mega Shark vs. Giant Octopus"
"They say, Charly, that true love is letting go.","Charly"
"You're about to embark on the most important job a man has ever had. And you're going to do great. I know.","Predestination"
"I shouldn't drink, you know. I inevitably say something brilliant.","On the Beach"
"I always thought the only alien in this high school was me.","The Faculty"
"Ah, mediocre!","Mad Max: Fury Road"
"You broke my heart once. This time you missed.","The League of Extraordinary Gentlemen"
"Hey guys, Scooby's feelin kinda like he's got rabies. We're just gonna go outside and get some fresh air.","Scooby-Doo 2: Monsters Unleashed"
"Don't let the bedbugs bite. I'll tuck in the children.","Alien: Covenant"
"Doctors are men, who prescribe medicines of which they know little, to cure diseases of which they know less, for men, of whom they know nothing at all.","Escape Plan"
"Damien figures","Teen Titans: The Judas Contract"
"You were banished because you were clumsy?","Star Wars: Episode I - The Phantom Menace"
"There will be nothing I won't know soon.","The Final Cut"
"'Reaper,' a title given to us by the Protheans to give voice to their destruction. In the end what you call us is irrelevant. We simply are.","Mass Effect"
"I'm experiencing a sensation altogether new to me, and frankly I love it!","Mystery Science Theater 3000: The Movie"
"Now God is good as dead.","Batman v Superman: Dawn of Justice"
"I will admit the possibility that I am Robert Porter, if you will admit the possibility that I am from K-PAX. Now if you'll excuse me, I have a beam of light to catch.","K-PAX"
"We're here for the Crites.","Critters"
"Some lucky boy's about to hit the honey pot. The winner will receive an evening of my company. I'll bring everything you see here, plus, everything you don't.","Batman & Robin"
"Give me back my face!","Watchmen"
"Life is temporary, why should death be any different.","Victor Frankenstein"
"Black was always my colour.","Lost in Space"
"The house is a very old place.","The House with a Clock in Its Walls"
"I went to a rejuvenation clinic and got a whole natural overhaul. They took out some wrinkles, did hair repair, changed the blood, added a good 30 to 40 years to my life. They also replaced my spleen and colon. What do you think?","Back to the Future Part II"
"Um, I'm kind of having a medical situation. I don't have a belly button.","The Nines"
"Time to lose.","Death Race 2"
"We can do so much more. We can save this world... with the right leadership.","Watchmen"
"It's the survival of the human race, Plissken. Something you don't give a shit about.","Escape from New York"
"Most of my patients have done extraordinary things. Built vast fortunes, commanded great empires... but at a terrible cost. They have no one who cares from them.","A Cure for Wellness"
"My 5th grade teacher told me, that ""Genius is the ability to go from A to D without having to go through B and C."" Sebastian can do that, but for me, I gotta have the B and C.","Hollow Man"
"Oh, I hate to see a grown man cry... especially when it's a girl.","Looney Tunes: Back in Action"
"Well now isn't this a coincidence? I'm out for a little morning ride and right in the middle of nowhere I bump into General Ulysses S. Grant himself!","Wild Wild West"
"The only time a whore should open her mouth is when she is giving head.","Strange Days"
"Don't worry, scrote. There are plenty of 'tards out there living really kick-ass lives. My first wife was 'tarded. She's a pilot now.","Idiocracy"
"Don't look so scared, Mr. Santaros. The future is just like you imagined.","Southland Tales"
"Who loves you and who do you love?","The Running Man"
"Why can't it be like before? Please don't go. Stay with me tonight. Let me borrow you.","2046"
"I don't like this one bit. Not one bit.","They Live"
"Possums in Piedmont awaiting orders.","Leonard Part 6"
"Wouldn't have lasted long if I wasn't so good at fixing things.","Star Wars: Episode I - The Phantom Menace"
"Aaron, I can imagine no way in which this thing could be considered anywhere remotely close to safe. All I know is I spent six hours in there and I'm still alive... You still want to do it?","Primer"
"Waiting for a written invitation?","Resident Evil: Retribution"
"The code to Ma-Ma's chambers is 4-9-4-3-6.","Dredd"
"You're holding my heart.","Forever Young"
"It's a soldier's duty. You wouldn't understand.","Akira"
"Leave me alone to diiiiie.","Lilo & Stitch"
"Control, control, you must learn control!","Star Wars: Episode V - The Empire Strikes Back"
"It's a black hole! Zathura is a black hole!","Zathura: A Space Adventure"
"I say good business is where you find it.","RoboCop"
"I have nightmares about birthday parties.","TMNT"
"Well I see split ends are universal. Lost in space with no conditioner, huh?","Earth Girls Are Easy"
"I know you, but we've never met. I'm with you and I don't know your name. I know I'm dreaming, but it feels like more than that. It feels like a memory. How can that be?","Oblivion"
"I don't have all the answers, but for now faith is enough.","Left Behind: The Movie"
"I'm so full of luck, it's shootin' out like luck diarrhea.","Futurama: Into the Wild Green Yonder"
"In trailer: Nothing can go wrong... go wrong... go wrong...","Westworld"
"It's a mad house! A mad house!","Planet of the Apes"
"I was wondering why the people who would never dream of laughing at a blind or a crippled man would laugh at a moron?","Charly"
"I never thought my dad would be my best friend.","Meet the Robinsons"
"Tense situations, kid. You get into five or six of 'em a day, it don't mean shit anymore. I mean, I've seen men stabbed, didn't mean shit to me. I've seen guns, guns too, they don't mean shit. But that's when you gotta watch yourself.","Repo Man"
"De prawn cracker wins!","Muppets from Space"
"Ladies and gentlemen... Taffey Lewis presents... Miss Salome and the snake. Watch her take the pleasures from the serpent... that once corrupted man.","Blade Runner"
"Man fears the darkness, and so he scrapes away at the edges of it with fire.","Neon Genesis Evangelion: The End of Evangelion"
"Then that's it. Godzilla can handle the monsters. I'm going to kick that Xillian kid's ass.","Gojira: Fainaru uôzu"
"But I ain't gonna forget none of these people! Their journey, none of it!","Final Fantasy VII"
"At the opera tonight!","Repo! The Genetic Opera"
"Sometimes a tick is just a tick.","Frequencies"
"That's why I never appear on television, except when I'm on television.","Videodrome"
"If you believe in something strongly enough, who's to say if it's real or not?","Franklyn"
"I die here and my legend begins - too bad you won't be around to see the movies.","Metal Gear Solid 2: Sons of Liberty"
"Show me the Coins!","Power Rangers"
"You only have to remember that what you have done in your life may change what someone else is doing in their life and so therefore, your life continues in their eyes.","Love"
"Don't you know who I am? I'm the Juggernaut, bitch!","X-Men: The Last Stand"
"There is something very real about this presence called God.","What the #$*! Do We Know"
"Fate's a bitch.","Space: Above and Beyond"
"Buggered if I'm gonna be shot by a traffic warden!","Threads"
"We program that robot to fight for us!","Chappie"
"In case anything goes wrong, on my world globe, Uruguay! with a U for urgent!","Avril et le monde truqué"
"Taka? Daijoubu? Taka?","The Day After Tomorrow"
"People without water will do anything!","The Ice Pirates"
"Doctor, would an ape make a human doll that TALKS?","Planet of the Apes"
"Anyone in the Plasmid business ultimately requires the use of human test subjects. It's our dirty little secret, and to be frank, Rapture doesn't really want to know.","BioShock 2"
"What are you, Batman? Chicken?","Batman: Arkham Asylum"
"Please do make yourself at home... as much as you are able in this dire necropolis.","Alien: Covenant"
"THIS IS YOUR GOD","They Live"
"Can I be frank with you? You couldn't turn me on if I had a switch.","Wedlock"
